ID	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells
SPIB	224.463150722433	0.482360222996223	0.70036408031993	0.141625346838359	0.0518068448663745	0.488686083753194	0	0.141958013991751	0.378468053776022	3.24352448341824
STAP1	138.998205062899	0.75443517176183	1.78548158989623	0.137633946325403	0.174061069300259	15.137255938093	5.71661900396787	1.7138338128214	0.759359030414403	0.351110200278079
TCF4	66.326842586527	3.68019267419876	26.7980773610538	5.19195703557171	0.198946422341884	5.59648314409974	0.149982882476814	0.280889508455173	1.43388340709661	6.96146309463079
TCL1A	551.872721659835	0	0	0	0.0461283203003378	0.0513603538737202	0	0.175558462420334	0.129041215983472	0.100432568101733
VPREB3	288.520510513099	0.494539146107356	0	0	0	0	0.0983907274710984	0.33391866565921	0.51018118066222	0.0789663494322397
ACVRL1	0.332585294715274	19.7772120444697	2.10520049097964	1.58765673970166	0.424882227546612	0.428451188244593	0.129862974505345	0.267069845236772	0.666626998397525	1.09234822504098
ADAMDEC1	0.635314747578684	183.705448066853	9.49282348979648	1.20280845755159	0.054395364353221	0	0	0	0	0.236849813770509
ALDH1A2	0	23.1067632472012	9.7981847931226	0.123003597462278	0.571071038124148	0	0	0	0.117068089614854	0.0458657199625384
CCRL2	1.49069074245513	68.3022602497262	8.21384716771491	14.8175992642263	3.39577878674019	2.04129007638552	0.957673807099835	2.51730027777864	3.23743057641214	5.44466918719567
CD86	14.8419681265522	415.559752234066	141.598162873142	124.373970474268	0.0260916172816413	0.0603402220417124	0.0760981608177539	0.188536589959567	0.0865791200124716	140.844033128846
CFB	0.152608724773573	65.9967893726307	17.9938750647176	1.51149883576967	0.231942366645218	0.189463391716347	0.298829768647172	0.202456383752594	7.22225726135961	3.19652157534609
CXCL2	0.109297174031566	302.903768620453	34.1076360418172	47.1810943911007	2.43196954555697	0.347510797495381	0.0690572869185464	0.184183175055644	0.767574713260437	7.1025906041116
CXCL3	0	259.154144878705	51.7012610500732	6.61824121804823	0.422991300148712	0.0764373381946375	0	0	0	2.22007793902901
EREG	1.426795625176	163.050043614166	15.6097902146948	23.7225799821433	1.39213256974851	4.13074188511085	0.872463173445688	1.21352611175253	4.60632409168193	3.53114879594062
ICAM1	6.17602138151068	592.921253202952	207.459056399526	125.338706945171	121.463688878235	26.3225806061086	3.69508010525222	11.5612613899165	15.986869569612	36.1322728223818
INHBA	0.0639257465975131	578.149564143944	21.2499318026688	0.203242228223779	0.345224461315037	0.20000418280766	0	0.035747276231363	0.477624035862211	0.178770378218121
LILRB4	3.78654567485434	476.82255473671	133.464950198138	124.041784829028	18.5815069394489	0.725275080431343	0.0490182458691303	0.181584515477741	0.520041555026167	106.635462765275
NUPR1	0	101.322179479238	22.4329877889438	0.0882116265122513	0.0811838909277743	0	0	0	0.709012158561964	0
PDPN	0.263864646113126	16.776474481883	6.31494558426671	0.370034834512035	1.56290059271976	0.63459380914047	0.162712173711314	0.202613723750939	0.939531337631743	0.347168317234732
SERPING1	0	500.333873998758	17.3112787031335	27.543535044725	77.6732315399919	0.305133884924488	0	0	0.754461919408032	5.42399696368157
SLC1A3	0.0356287531145159	25.7591310157418	5.95100851102093	0.927036634840135	0.0340795710863373	0	0	0	0	0.390851817530305
SLC6A12	0	40.8791807642813	1.66954056123124	6.85529805658659	3.24619240517486	0.125382937018582	0	0.0596110059041317	0.489478964920557	9.90369164253591
SQOR	26.5317324389891	535.536312247838	177.585739894353	126.37905571682	191.98901026902	33.4404396709447	35.7465898070398	29.1984454186279	31.9313822498785	72.7178231004998
VSIG4	0.109938272500894	287.034988195206	8.91663291464562	8.59671456395031	1.20698377612712	0.25378754292522	0	0.286373784590677	0	5.16089841053076
ACE	3.7992101423842	92.2488019058023	303.464970506693	2.53539965563725	3.34883479329738	3.16914580353855	8.97933308798429	6.66565749227824	5.13496022293496	8.62409948698236
CISH	0.737194776103433	103.895600398754	239.503450756414	4.85970644061934	8.5357260446685	19.1603796488508	15.6036929723125	11.7567208822068	4.26216593973645	7.74760517731118
CLEC4A	10.4771933509048	71.6302696769377	400.766557876869	149.530636617981	135.985920646415	4.81850929843966	1.394315641778	1.4271109997333	3.23483676986554	89.0256998837511
CLIC2	0.694483626998776	30.7996880352197	133.692558026865	5.06218812509425	2.25505284322546	1.22132171269956	0.541267300470522	0.875651677000239	0.705357946746145	24.2207647644875
COLEC12	0	23.2936430965653	78.8953739723945	1.16683303498152	0	0	0	0	0.0574930656175801	0
ECM1	1.16224794525222	25.2617977050096	51.7673538087741	0.851277964741539	0.125565820900312	0.705727159671569	0.348000312233568	0.648906151183534	0.707579953444764	1.0856385983402
ENPP2	0.798089326413484	23.2877128002904	59.124417778249	1.00560930051376	0.241410922855034	0.660793376333027	1.08359402245564	0.601269588041625	0.123443624549889	1.43377461303016
GATM	6.24630433858738	1.30201783504023	113.238809577875	1.02984423835886	0	0.800575597823844	0.0631246455604276	0.229462317519857	0.128905895618398	2.9684412010666
GFRA2	0.130888080063566	4.83084435375596	79.2607177166156	2.06724773612502	0	0.465446244341031	0.258413822048901	0.0508338090906309	0.334103930283533	4.77493936405185
IL1R1	0.51108490301588	30.803556063969	212.912935199361	2.3804779784133	25.4042245502966	1.88667111727635	1.52438865417414	0.386687176973508	5.53024419991008	2.70708875128472
MAOA	0	5.95645516617961	80.1465476825236	0.103115807610358	0	0	0.0125032470379778	0.0454643403057873	0.0391885031842564	0.0178614401119112
MS4A4A	0.13127327186729	30.3792176392599	212.758993973887	12.9864959847751	0	0.654922083659694	0	0	0	62.824517858648
PLTP	4.09773209191575	15.5762699043529	90.072255489694	2.13834344792328	0.631419406467024	5.76781005065948	0.193552235262807	0.725212589421827	1.31464816885043	4.57423452841977
PTGS1	17.7102769818648	23.5081781658257	111.231364417806	26.2406466909419	5.36821745232743	2.02625582522416	0.031677643711617	0.159772820629484	0.221839405913356	38.5115861058714
RNASE6	64.1140064772035	206.972276626839	633.832133210133	201.794703201243	45.1798115742456	2.57034224061085	1.55413621826526	0.755928891264297	0	62.6203374489481
SLC7A8	0.237455366576669	12.0565466071266	87.1386494103188	0.292623094712473	0.0562275499429652	0.310334431394085	0.832472050906884	1.83434770463846	0.608183780856691	0.363059196213789
TREM2	0.0436228969244222	25.0828674728233	204.084827382242	0.719506568957995	0.330206010339332	0	0	0	0.293487576345749	0
WNT5B	0.124075186063689	0.373209145686068	21.0485792500978	1.53606464649534	0.0285119129727064	0.0257615286791872	0	0	0.865764388560015	0.314581209761574
CD1D	22.9579813644177	3.34560477744368	1.12160518738656	109.71255533243	4.25317725185491	0.252652767110177	0.247373650540447	0.202885755820835	0.359075844200055	67.5964214961601
CD36	0.729067770678925	21.9856422902364	124.549538548757	457.723033207541	1.06041549651452	1.07824712179783	0.339264584628864	0.539586113154075	1.02237593338146	58.8810398010101
CSTA	0	151.612186784145	99.6793558120111	417.399735727219	173.314848407162	2.87646723397113	0	0.13398122880916	0	173.545483717939
FXYD6	0.0499479108396515	8.14251465517473	1.51808441059495	51.1474894647036	0.163029810701658	0	0	0	0.139995512052629	1.33426263346427
GAS7	3.05073991381932	38.413665207398	35.0489843958423	109.921417466546	32.3679507043919	61.2730926695054	1.09417281111962	8.15823083234582	1.53088598986978	36.2498743535205
HPSE	1.17369291780026	2.9430035890169	2.29581082691957	77.9788201672732	35.4940239786558	1.96424981646418	6.47007322735653	3.56747341418466	4.89595787663339	4.98911096611645
KBTBD11	0.384689196355843	4.84433108833272	6.5406673151378	11.5850984842579	4.85401131707557	0.678693638810208	4.48511612182804	2.03245735399911	3.04382537681445	6.87417954693535
NRG1	0	0	1.01807919863294	35.4297965389362	0	0	0	0	0.242223160741488	0.814593946439049
NRGN	2.9489736858828	7.55676796532373	31.931952483916	232.977958460721	3.78599733916265	1.25471218405089	0.912555499818482	1.15621215124602	0.303468410517509	105.282501129573
SMARCD3	4.59071900115077	15.6068632596657	10.643282677309	152.811686007079	23.7139348285711	6.81727686861426	13.8066611865776	22.8722104255595	4.58467417413573	20.9336784365503
TMEM170B	2.45693897803563	24.6567425931697	8.88862444506901	77.1849568226254	10.9176069559463	2.95644229394717	1.5514674206198	1.9499492717142	1.40404641978291	30.7360994681166
ABHD5	2.4032915401641	30.1571858535619	13.1805019532929	18.5733113292649	68.0693895185095	6.90492928218358	2.47045921352886	2.95982783294023	6.42374466812199	9.24758721802321
ADGRG3	0.131466148745403	0.472304260413813	0.152058295813748	0.538263293930684	571.897708115885	18.2908053036202	0.0733607986856278	0.615943843013934	0.376632585531813	0.305176850952508
BTNL8	0.368149861441642	0.302261559138706	0	0.800757200154997	104.95658070008	0.479883817241601	0.158883147138341	0.228664581398865	0.389246030903637	0.691525632497091
C5AR2	1.18752287266006	25.225382519178	11.6911687730329	26.2987199724024	214.87346345783	3.38768793167968	0.962839427590935	0.73119536953304	0.473999219297012	66.1731666799966
CEACAM1	6.87952133740813	1.94479031483905	1.36810402032269	2.96191872941251	74.5043059312033	4.66892245154762	5.68918318884606	2.80889457471759	7.14074535916833	12.0611433565834
CEP19	2.69660634902883	2.63660991582848	3.26492995565722	3.01970867364809	61.5766711771006	5.06669234801712	2.66570814891806	2.48624336661689	4.24522908721427	6.17874086299019
CYP4F3	0.0455002475253714	0	0.142043524108379	1.68987491572689	245.508507701855	0.105992781145326	0	0	0.199876431121254	0.226025182785768
DAPK2	5.07134007453929	1.13104439724161	0.816545662777064	2.23079479124051	100.413351085799	6.80556737844844	1.3791998358232	3.26502596754617	2.77397194707662	1.97127899697657
DGAT2	3.82158723795715	7.67644326641274	6.2186171673132	6.58444059177283	327.49380508872	0.284534171295842	0.105764334237416	0.199429446468928	0.186774693982638	4.24676158538125
DOCK5	0.787872938943236	24.7898999968362	14.6268954057184	24.0501437880117	147.740498112033	13.9873115430715	0.315693155901236	0.373828744848556	0.934168567795143	83.283907122057
DPEP3	2.59260003814738	0.533960079085381	1.93834876262687	1.66611711910439	34.8086167483078	1.98268277650309	1.0559804494746	1.33494451788636	1.09473669328588	2.3776573969495
DYSF	0.141021184240563	14.9194244156264	7.23975607048224	43.5038034974759	333.701448218021	11.3840128235166	0.103514194434563	4.16142977523703	0.212271150442656	3.4868079835584
FPR2	0.0888493853574401	41.6179915042076	4.47574697178295	39.2481280641213	669.095997076219	0.68117408211071	0.0513704529427299	0.0289443713323537	0.116065287115604	32.3578631768778
HAL	1.3699035881031	2.25939756618088	1.80486497093235	18.9841835923287	133.805375403618	0.962453110710969	0.30453339144366	0.407760585705102	1.24037983200944	28.8946093503189
KCNJ15	0.034450621804724	20.9510319819367	1.07629254998603	3.98484698454836	361.827478544255	0.148403005246877	0.0657015475775988	0.0247869751659843	0	0.0382922964239043
LILRA2	0.947022274267314	90.3026256558375	8.07048363222991	288.439645020056	607.112566405046	5.57694984155128	0.0881702437305924	0.243810914640281	0.524038294484574	287.269575017517
LRRC4	0.617728719549034	0.214277039161762	1.38891714902995	3.78613786610382	85.9786297945884	1.06878195792169	0.0992332115370332	0.495925422318774	0.102350769617004	9.64418514529133
LRRK2	17.0044330287365	96.1583214422161	8.78053490907599	68.3361333640722	352.222718212421	1.11380161270323	0.0569489132430742	0.100808478019541	0.0593413615903732	78.8687739177303
LY96	12.038709280056	98.3163148242062	157.387616081097	85.7470004246651	363.813671910055	1.99067468660042	13.1515187442418	3.85085911801567	13.9658486500062	80.9840356935864
MGAM	0.0471277210657418	8.85197804080068	0.407997709201937	3.37314275253331	319.245026714378	14.6226160451376	0.0361756814742134	0.135863299590202	0.0314131507771003	0.0673647449302766
MME	1.29490791514107	0.558026968296873	0.170019176920162	0.538787242608576	382.109462967198	0.0909303358144165	0.113295410234375	0.102228493326538	0.108821895225172	0.0153137845096485
NINJ2	4.58631635161128	2.21231236500275	7.33460735457702	24.4808421326114	63.8610951640169	12.8232872441608	16.6698023408072	10.3239171759153	15.5366175015208	18.5527363188164
PPP1R3B	4.89295383097494	11.0248479501875	35.6283627940233	3.29295537954135	109.844000651765	4.98270731759646	5.757282494823	4.21500806076263	14.0605672995018	2.69720231995991
REM2	12.3258997018747	1.75338875771919	2.47587455119383	1.27872108996671	81.4152262930432	8.71505768885506	7.91170273671624	5.30907305650755	45.0947045269146	1.27822351668252
REPS2	2.24282263338729	0.954439466148988	10.1087744474924	3.43139437886716	32.7349262478794	0.992161337730061	0.505194326190745	0.335317354777063	0.656181780537616	4.89323694665316
TECPR2	4.8505776168776	4.96668623028505	7.50582995058025	9.81351174862256	99.231876185812	7.94703596204946	5.78848140424983	5.6323898018688	4.01582252415688	8.04953732644056
TLR1	18.8135342514735	95.1766432641611	36.6284795593902	32.5743229543974	252.980840768643	17.7405479712491	7.94611327530388	4.78537608080753	4.79914225017346	64.7769386499769
TLR4	1.34959261649303	76.3362246511968	80.1866266684685	111.355385075263	209.46495239145	2.21835206652253	0.0357914339941007	0.118066786501105	0.0353473687011953	66.0644974263019
TMCC3	6.57322429545358	8.14793681989921	6.12198592655159	6.33101986919401	59.9283524527154	14.534413642262	0.346112750767616	1.85519257378848	0.243206172614697	9.19131828004531
TMEM154	41.6665031870547	3.60419709708908	2.49809559963814	51.5739498092694	419.423571763283	4.15028940832051	9.54713669003299	5.65799253836837	10.4241579849978	51.6538185293819
ABCB1	4.63154686733255	0.715223790192447	0.287480957998641	0	0	35.6508877086871	2.11898303280204	9.28339632057	0.454617179592002	0.082439291645955
AUTS2	10.4292142934928	0.378491284950299	0.70563506554458	0.350534093801845	0.0468427807798921	66.7609172040971	11.1075589050532	14.2835799205952	1.58177171037035	1.00056493747498
COLGALT2	0.0503339008113001	0.691005435055901	2.83892801522651	0.0427929381517172	0.0235958819004023	16.9619578121379	0.240984142843278	1.28494809224896	0.139243037830348	0.234177907775057
EOMES	0.0294414936808075	0	0	0	0	34.7156343600852	1.30604735192787	14.3770029468759	0.151428593146513	0.25216006042113
FASLG	0.406052635272513	0.152148329940168	0.0619085809277628	0.354963620298727	0.165275606590322	40.8492412586392	0.623718027569546	2.98019012348235	0.71212345904445	0.441441156866181
GK5	10.4441946202148	13.9822172169163	8.68370624717098	10.6140157840911	2.65354163119785	133.46318029013	12.3841164304741	21.0728335858943	11.9032358614986	21.6937690965472
GNG2	39.8257313163402	4.58086240903197	16.6046687273083	52.8962086615344	65.4887065821961	347.443875680483	83.4073676703523	94.1001706756385	87.8178091927617	141.304391970948
HOPX	17.2321146202866	3.16965457911556	1.47623189663556	0.131760621540902	0.235345152176187	468.478658307824	15.5377357384362	57.4276028639375	1.61089698719135	5.8914750536465
KLRD1	2.1730920691707	1.33460636734408	1.72022815373913	1.66168543626761	1.648031188641	246.290655037427	2.02126613443466	20.1772202718613	4.63185207418001	4.43383028233963
MATK	5.0697317486215	65.4926135332061	45.4487195090692	0.304760770589686	0.192240973293835	530.636754170876	11.0693074974601	106.17025207134	1.37217485670109	1.96233669673698
MLC1	0.0485219973466009	0.0641268697938566	0.538831709037623	2.68953562519948	0.264360540457374	113.094524217669	0.1296925507579	1.72942783244647	0.311566324010531	22.4326964772497
NCALD	0.0436602836343503	0.0742748478569402	0.0289257130114139	0.0327413298290547	0.0158724306087475	47.2777278774844	4.73280850210663	11.2361172230354	3.31577762610745	0.718316718859927
NLRC3	41.0377217209724	1.30118117064042	0.760087584031309	0.724039617208233	2.34517996463339	173.707612366465	67.8169579284791	81.097680777408	81.1537468189753	1.38381225093569
PDGFD	0.235737723867995	0.0381807935343397	0.0807138003344366	0	0	42.3123568410012	0.0617097282978706	4.08244985369889	0	0.149292404546203
PLEKHF1	2.89906019044632	5.57735836943224	1.31936324244112	0.155325651351853	0.0677775107833816	136.220494481129	19.7601735328878	36.3875036714117	19.4829374061383	0.35839486365219
PPP2R2B	0.0562970804183874	0	1.00444928865373	0.0983155589802625	0.121169066030033	39.0032550123116	3.51475258905942	13.5026972043889	3.21225579522072	0.253709164352637
PYHIN1	10.8375867804319	1.13507144800805	0.481226732421874	0.172259027619941	0.672550480103105	261.730478134421	40.2737734165784	55.2585693696872	67.9548105795143	0.774951434334451
RNF165	0	0	0.0219641170576724	0.048744954610262	0.0243795407887355	35.5434340680214	0.117728247923624	0.887761088278177	0.252740042233168	0.081893802886078
S1PR5	0.0618605571367731	0.074065425890921	0.312335075546808	0.100674680009297	0.0285574435648188	461.622655883738	1.73149267288106	41.7720941125901	0.529389171769584	0.941674082801863
SAMD3	3.15766899105223	0.768173205038007	0.423872667811168	0.730838797177124	0.451777467510685	367.321483262895	57.8665949411827	120.297178579186	19.9764968089219	2.28183641457969
SBK1	0.89683364209223	0.244026650940044	0.107697845591846	0.273248007380871	0.313675097000316	66.5865700183104	16.6923511976197	27.4766211450453	11.0229110496692	0.878348789486539
SH2D2A	0.417387642431526	0.399430552086268	1.0692672878798	0	0.0869516539121953	318.736817568831	36.7051553439723	66.4500413369875	28.9077019899112	0.586233070168583
SLFN13	4.93323201574845	2.98630116225055	3.19026545673749	0.968729048124671	1.22170364547377	81.3551353936778	9.88957363429813	14.6940935708963	7.71790489678105	1.80270414062867
STAT4	3.5137613091855	11.4359609879083	6.86205037725543	1.31034705378228	1.68724203860777	256.875614024983	73.2041216492301	123.022378087081	80.1857788989678	3.16596535100721
TOGARAM2	0.14977604730489	0.682597729197908	1.38778238309787	1.48423663565902	0.275934616545652	62.6412276380914	1.93892670476424	5.95616893994568	6.08552759746374	0.979826510624534
TSPOAP1	5.13086518690353	5.07246402179412	2.13312627831793	11.4858669883818	3.0399898258509	298.272861769601	11.825345994764	32.5275419110664	56.2183401041487	5.95571687968183
TTC38	3.85182444236592	9.26844279463642	13.4183090394676	14.3877671325781	4.57582303947228	325.703098369836	4.25650122194311	21.6000422452249	3.29072865422217	13.9440199161427
TXK	1.67435589560267	1.7969541080826	1.81590794963782	1.27335372931424	1.18412287042393	289.240921035468	71.0453406251931	82.3552864784903	41.5394225337838	3.26555028659687
YPEL1	23.9202438542052	1.75716237532657	7.6419948072116	1.71145377856093	1.90757394112732	105.166800704502	5.96877974833461	14.8377005837951	3.98226370462469	4.40046034156515
ZBTB16	14.2955085383565	0.562626343097506	0.535758215179425	8.474397823996	1.24492386029471	86.352627233819	4.85074087899058	12.1416121787729	2.9900499195532	7.3411866820438
FHIT	3.33523058079424	4.08008791045851	5.79890885711685	3.61138210623977	0.31545962658046	6.12221931010403	98.2539901326223	17.2088952793353	11.9337879122037	1.98969687632555
TRAT1	0.0642279284285004	0.175857133819589	0.643153242744908	0	0	1.82527686234142	116.662055071454	42.5594408230054	45.8588697175739	0.0669900605780553
TSHZ2	0.282395365806985	0.0694927864465123	0.0737068227574146	0.0143946971064045	0.28327099666231	0.077094463755214	10.3402256706886	0.530722197270164	6.07833167161168	0.0355205210753674
TSPAN18	1.77311089111071	0.224973142556574	0.299670125973253	0.303297482065292	0.282454969067344	2.76885689467624	50.120140979035	14.0372256147086	4.73324441237652	0.434106047809428
WNT7A	0	0	0	0	0	0	17.0883963820579	4.57635871659645	0.606321578184723	0
CD248	0.259603865826594	0.0877400678971564	0.299374045396017	0.0428499939905287	0	0.0217616773367871	1.50652820945721	16.7131892385614	0.477844626725084	0
CD8A	0.123493752001712	0.611395299403943	0.53185577970834	0.0776055292528393	0.104437399218878	5.16732843080116	1.99249727130834	538.216797539064	1.22352364938439	0.218412818059309
CD8B	2.29233359395268	1.80448168335034	3.84684462269583	1.28711293298135	2.29857071513904	5.63372501931945	4.94154824531243	690.196951723652	6.55912029872283	2.72207773905785
FCGBP	4.19498815568179	0.0449441940887562	0.0571257486083144	0.0989068734123658	0.00501899302867541	4.87186057602238	2.60228020137674	13.8271423408746	1.01047909707915	1.15535396150461
CCR4	0.127506702116757	0	0.30773593977729	0	0	0.0347657920943443	58.0676088483504	7.43907327707358	150.751192708116	0
CD5	4.87737029057527	2.23528835363798	1.64234966363638	0.453178382198983	1.14838938173163	0.8921825570264	193.010470187532	130.797307511882	317.912181219475	4.30120434495132
CTLA4	0	0.939719253999237	1.14540488404531	0.0845014947257681	0	0.46586245398606	49.5392798571527	8.40674447708265	325.121345120445	0.362548596458703
FAM160B1	11.6727963252047	16.3066269771222	18.7870913232553	11.5574787297536	35.6428461439641	27.6647241983289	15.3767834408427	18.7547777958565	86.397493390073	8.53151465501255
FAM46C	116.520091293196	0.786458366097308	1.02949567580101	0.121436258116005	3.58577926298475	105.655349650099	95.0297332666513	98.5188929497421	276.884033768097	0.153696326240277
FOXP3	0.966707150988455	0.572910937281857	0.82573435848077	0.599754930500575	0	0.93322145283811	24.9789912227117	1.75647197347746	313.685821002479	0.816092788714517
GCNT4	0	0.128566977556141	0.0941949576915401	0.0129487954235771	0	0.521541094717927	13.5084629276821	6.37936890233892	27.0767641549312	0.299027573535988
HPGD	0.297346138478579	2.40675869902318	0.423144116281786	0.437543775657933	1.26252571799256	8.86691928763713	5.43663408188655	8.74481612071862	94.5114858522998	0.331635152719544
ICOS	0	0.293128153030223	0.256209509065337	0.0176882892358036	0	0.961526295821154	115.112148735985	36.1142232310724	260.934371434011	0.15562837480452
LAYN	0	0.0835626075128009	0.587878540672166	0	0	0.920713691127399	0.495056559308106	1.516722992923	23.3669409859553	2.52077384568442
LRRC32	1.92104533534765	10.2017663613868	0.837196973744059	0.599752724112324	0.0416687651863303	0	1.26875800849278	0.0558000204903282	26.8628640411678	0.106702947830908
PLCL1	0.104985030369203	2.44685686557505	5.08020913098262	1.62446678236619	2.16952878835384	0.361016216391006	16.9077427846048	5.58950922758938	46.2798126734051	2.13598032853746
RTKN2	3.57035800815153	1.00177009348764	1.12522533615193	1.77421111129307	2.11788949245385	3.23745014567294	13.3831296624276	4.52248414125275	105.39655850358	2.07597260602569
SEMA3G	0.0389765740960512	0.577584859041355	1.07254018565268	0.0354487377226781	0	0.0115186632413928	1.36963688321624	0.0837724540300752	13.6866231859119	0
AATBC	0.446909421795834	1.54300657250473	4.90994279344639	27.1038477887334	0.239048944286304	0.862381185603521	0.169612370993582	0.395075723327132	1.51582707226835	122.670067089138
FZD1	0.388966762996538	13.7784554207995	14.8284535753208	14.0384856679828	0.0469713753506456	0.0909306042602444	0.206749189436629	0	0.0431761999161938	47.5719235812834
GRK3	45.9327801347347	49.0179285100589	66.8058033822207	61.5685769015622	3.4363986793443	1.68403817993922	1.35750453706955	1.28712027060365	4.64167585685216	116.14265581675
GUCY1A3	0.568909387506678	0.191756590854844	0	0.404019093331346	0.0148675306736854	4.36278835223315	0	0.0290212664133315	0.125262148775337	17.560921932425
KDM1B	14.9453686150132	59.9568838934326	46.529497052511	64.3965304809244	38.7289987387649	9.94998918107382	6.19604745256449	5.86026195214282	5.63208170344591	144.194033835313
LMO2	12.1479226527841	65.7025664762441	116.938733709168	108.097739911285	73.589743363124	1.63912146426352	0	0	0.242979350174535	298.59719763019
RNF144B	7.19277800956162	40.058627103598	32.4435389643522	36.9045827477536	52.946478435322	1.46579176099642	1.63738885565927	1.30452647836947	0.891397177214894	151.249057000754
SLC2A6	62.219054604372	37.1231330527007	24.7683926116702	99.00556540819	1.27878370982374	14.0815583690715	1.95998168347342	8.79203361079547	3.46983634170838	315.921537472941
TTYH2	2.12221597740415	6.61923959128669	22.4669511772236	43.3162169610057	0.910160868995527	5.02131345974304	11.367234453737	6.97316248163613	6.566632857657	107.498219237942
